#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
distilled water	kaempferol	-100000961	-105280863	-1.CID100000961	-1.CID105280863	0	0	0	0	0	0	0.900	0	0	0.900
levodopa	ascorbate	-100000836	-111020241	-1.CID100000836	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	S-adenosylmeth.	-100000961	-100001079	-1.CID100000961	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	kaempferol	-100000280	-105280863	-1.CID100000280	-1.CID105280863	0	0	0	0	0	0	0.900	0	0	0.900
ASNS	glutamic acid	1842325	-100000611	9606.ENSP00000175506	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
glucose	MgATP	-100000206	-100000238	-1.CID100000206	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	GSSG	-100000784	-100000975	-1.CID100000784	-1.CID100000975	0	0	0	0	0	0	0.900	0	0	0.900
APP	MgADP	1846936	-100000197	9606.ENSP00000284981	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
alpha-D-gl.e 6.	hydrogen	-100000208	-100000783	-1.CID100000208	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
AOX1	hydrogen perox.	1856168	-100000784	9606.ENSP00000363832	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
GHRH	serotonine	1843462	-100005202	9606.ENSP00000237527	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
formalin	S-adenosylmeth.	-100000712	-100001079	-1.CID100000712	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	vitamin B	-100000197	-100000936	-1.CID100000197	-1.CID100000936	0	0	0	0	0	0	0.900	0	0	0.900
lactate	copper	-100000612	-100011009	-1.CID100000612	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
formalin	reduced glutat.	-100000712	-100000745	-1.CID100000712	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	potassium	-100000424	-100000813	-1.CID100000424	-1.CID100000813	0	0	0	0	0	0	0.900	0	0	0.900
formalin	tryptophan	-100000712	-100001148	-1.CID100000712	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	histidine	-100000280	-100000773	-1.CID100000280	-1.CID100000773	0	0	0	0	0	0	0.900	0	0	0.900
IRS1	MgATP	1848682	-100000238	9606.ENSP00000304895	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	hydrogen perox.	-100000681	-100000784	-1.CID100000681	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	oxygen	-100000280	-100000977	-1.CID100000280	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
arginine	tetrahydro.in .	-100000232	-100001125	-1.CID100000232	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	hydrogen perox.	-100000745	-100000784	-1.CID100000745	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	Zn(II	-100000745	-100023994	-1.CID100000745	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
SAA1	PIK3R1	1853372	1846375	9606.ENSP00000348918	9606.ENSP00000274335	0	0	0	0	0	0	0.900	0	0	0.900
choline	phosphate	-100000305	-100001003	-1.CID100000305	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	hydrogen	-100000271	-100000783	-1.CID100000271	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
GSSG	oxygen	-100000975	-100000977	-1.CID100000975	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	potassium	-100000611	-100000813	-1.CID100000611	-1.CID100000813	0	0	0	0	0	0	0.900	0	0	0.900
methane	methanol	-100000297	-100000887	-1.CID100000297	-1.CID100000887	0	0	0	0	0	0	0.900	0	0	0.900
ADCY3	adenosine	1844803	-100000191	9606.ENSP00000260600	-1.CID100000191	0	0	0	0	0	0	0.900	0	0	0.900
AICDA	uridine	1843202	-100001177	9606.ENSP00000229335	-1.CID100001177	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	tyrosine	-100000424	-100001153	-1.CID100000424	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	vitamin B	-100000611	-100000936	-1.CID100000611	-1.CID100000936	0	0	0	0	0	0	0.900	0	0	0.900
BRAF	Zn(II	1847131	-100023994	9606.ENSP00000288602	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
acetate	arginine	-100000175	-100000232	-1.CID100000175	-1.CID100000232	0	0	0	0	0	0	0.900	0	0	0.900
RFC3	MgATP	1857148	-100000238	9606.ENSP00000369411	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	norepinephrine	-100000611	-100000951	-1.CID100000611	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	glyceryl trini.	-100000783	-100004510	-1.CID100000783	-1.CID100004510	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	phenylalanine	-100000738	-100000994	-1.CID100000738	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
bile acids	serotonine	-100000303	-100005202	-1.CID100000303	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	bicarbonate	-100000611	-100000767	-1.CID100000611	-1.CID100000767	0	0	0	0	0	0	0.900	0	0	0.900
HPGD	reduced glutat.	1847749	-100000745	9606.ENSP00000296522	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
sulfur	distilled water	-100000402	-100000961	-1.CID100000402	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
N-acetylcystei.	hydrogen	-100000581	-100000783	-1.CID100000581	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	levodopa	-100000280	-100000836	-1.CID100000280	-1.CID100000836	0	0	0	0	0	0	0.900	0	0	0.900
CSAD	hydrogen	1845917	-100000783	9606.ENSP00000267085	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	pyruvic acid	-100000611	-100001060	-1.CID100000611	-1.CID100001060	0	0	0	0	0	0	0.900	0	0	0.900
bicarbonate	distilled water	-100000767	-100000961	-1.CID100000767	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
acetate	sulfur	-100000175	-100000402	-1.CID100000175	-1.CID100000402	0	0	0	0	0	0	0.900	0	0	0.900
TH	tyrosine	1857346	-100001153	9606.ENSP00000370571	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
arginine	phenylalanine	-100000232	-100000994	-1.CID100000232	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
GCGR	oleic acid	1858855	-100000965	9606.ENSP00000383558	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	manganese	-100000197	-100023930	-1.CID100000197	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	pyruvic acid	-100000238	-100001060	-1.CID100000238	-1.CID100001060	0	0	0	0	0	0	0.900	0	0	0.900
GPX1	distilled water	1860659	-100000961	9606.ENSP00000407375	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
sodium	taurocholate	-100000923	-100005246	-1.CID100000923	-1.CID100005246	0	0	0	0	0	0	0.900	0	0	0.900
EDNRA	lysine	1849748	-100000866	9606.ENSP00000315011	-1.CID100000866	0	0	0	0	0	0	0.900	0	0	0.900
GPX1	hydrogen perox.	1860659	-100000784	9606.ENSP00000407375	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	tyrosine	-100000238	-100001153	-1.CID100000238	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
PPBP	andrographolide	1847664	-100065153	9606.ENSP00000296028	-1.CID100065153	0	0	0	0	0	0	0.900	0	0	0.900
CASR	prostaglandin .	1861464	-100000158	9606.ENSP00000420194	-1.CID100000158	0	0	0	0	0	0	0.900	0	0	0.900
vitamin B	distilled water	-100000936	-100000961	-1.CID100000936	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
SAA1	oleic acid	1853372	-100000965	9606.ENSP00000348918	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
norepinephrine	platinum	-100000951	-100004609	-1.CID100000951	-1.CID100004609	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	reduced glutat.	-100000424	-100000745	-1.CID100000424	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
oleic acid	S-adenosylmeth.	-100000965	-100001079	-1.CID100000965	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
lactate	quinine	-100000612	-100001065	-1.CID100000612	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
protocatechuic.	hydrogen	-100000072	-100000783	-1.CID100000072	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	methionine	-100000738	-100000876	-1.CID100000738	-1.CID100000876	0	0	0	0	0	0	0.900	0	0	0.900
COMT	vanillylmandel.	1854135	-100001245	9606.ENSP00000354511	-1.CID100001245	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	tryptophan	-100000745	-100001148	-1.CID100000745	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
NLRP3	MgATP	1851990	-100000238	9606.ENSP00000337383	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	oleic acid	-100000611	-100000965	-1.CID100000611	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	phenylalanine	-100000961	-100000994	-1.CID100000961	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
sodium	ascorbate	-100000923	-111020241	-1.CID100000923	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
histamine	serotonine	-100000774	-100005202	-1.CID100000774	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
GPX1	manganese	1860659	-100023930	9606.ENSP00000407375	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
PRKAA2	phosphate	1855444	-100001003	9606.ENSP00000360290	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	L-valine	-100000280	-100001182	-1.CID100000280	-1.CID100001182	0	0	0	0	0	0	0.900	0	0	0.900
SLC26A4	bicarbonate	1845790	-100000767	9606.ENSP00000265715	-1.CID100000767	0	0	0	0	0	0	0.900	0	0	0.900
alanine	lactate	-100000602	-100000612	-1.CID100000602	-1.CID100000612	0	0	0	0.866	0	0	0.900	0	0	0.900
tryptophan	parachlorophen.	-100001148	-100004652	-1.CID100001148	-1.CID100004652	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	sulphate	-100000197	-100001117	-1.CID100000197	-1.CID100001117	0	0	0	0	0	0	0.900	0	0	0.900
choline	hydrogen perox.	-100000305	-100000784	-1.CID100000305	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	cytarabine	-100000238	-100000596	-1.CID100000238	-1.CID100000596	0	0	0	0	0	0	0.900	0	0	0.900
POMC	oxygen	1845600	-100000977	9606.ENSP00000264708	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
sodium	tyrosine	-100000923	-100001153	-1.CID100000923	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	histamine	-100000681	-100000774	-1.CID100000681	-1.CID100000774	0	0	0	0	0	0	0.900	0	0	0.900
taurine	Zn(II	-100001123	-100023994	-1.CID100001123	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
GHRH	adenosine	1843462	-100000191	9606.ENSP00000237527	-1.CID100000191	0	0	0	0	0	0	0.900	0	0	0.900
levodopa	norepinephrine	-100000836	-100000951	-1.CID100000836	-1.CID100000951	0	0	0	0.562	0	0	0.900	0	0	0.900
arginine	haem	-100000232	-100004973	-1.CID100000232	-1.CID100004973	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	vitamin D	-100000977	-100002735	-1.CID100000977	-1.CID100002735	0	0	0	0	0	0	0.900	0	0	0.900
coumarin	andrographolide	-100000323	-100065153	-1.CID100000323	-1.CID100065153	0	0	0	0	0	0	0.900	0	0	0.900
arginine	oleic acid	-100000232	-100000965	-1.CID100000232	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	taurine	-100000280	-100001123	-1.CID100000280	-1.CID100001123	0	0	0	0	0	0	0.900	0	0	0.900
histamine	melatonin	-100000774	-100000896	-1.CID100000774	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	pyridoxal	-100000238	-100001050	-1.CID100000238	-1.CID100001050	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	hydrogen	-100000222	-100000783	-1.CID100000222	-1.CID100000783	0	0	0	0.999	0	0	0.900	0	0	0.900
YAP1	MgADP	1846794	-100000197	9606.ENSP00000282441	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	reduced glutat.	-100000222	-100000745	-1.CID100000222	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
benzoic acid	formalin	-100000242	-100000712	-1.CID100000242	-1.CID100000712	0	0	0	0	0	0	0.900	0	0	0.900
GSTZ1	oxygen	1842600	-100000977	9606.ENSP00000216465	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
XDH	Zn(II	1857027	-100023994	9606.ENSP00000368727	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
ALB	streptozotocin	1847637	-100005300	9606.ENSP00000295897	-1.CID100005300	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	phenylpyruvate	-100000222	-100000997	-1.CID100000222	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
PIK3R1	glutamic acid	1846375	-100000611	9606.ENSP00000274335	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
SLC9A3	sodium	1845649	-100000923	9606.ENSP00000264938	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
XDH	hydrogen	1857027	-100000783	9606.ENSP00000368727	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
MYC	S-adenosylmeth.	1856789	-100001079	9606.ENSP00000367207	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	GSSG	-100000745	-100000975	-1.CID100000745	-1.CID100000975	0	0	0	0.705	0	0	0.900	0	0	0.900
hydrogen	L-valine	-100000783	-100001182	-1.CID100000783	-1.CID100001182	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	serotonine	-100000681	-100005202	-1.CID100000681	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
polysaccharides	distilled water	-100000871	-100000961	-1.CID100000871	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
acetate	carbon dioxide	-100000175	-100000280	-1.CID100000175	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
cystein	ascorbate	-100000594	-111020241	-1.CID100000594	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
acetate	glutamic acid	-100000175	-100000611	-1.CID100000175	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	quinine	-100000197	-100001065	-1.CID100000197	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
CYP3A4	paracetamol	1852052	-100001983	9606.ENSP00000337915	-1.CID100001983	0	0	0	0	0	0	0.900	0	0	0.900
PTPN1	MgATP	1855520	-100000238	9606.ENSP00000360683	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
arginine	hydrogen	-100000232	-100000783	-1.CID100000232	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	GSSG	-100000197	-100000975	-1.CID100000197	-1.CID100000975	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	paracetamol	-100000977	-100001983	-1.CID100000977	-1.CID100001983	0	0	0	0	0	0	0.900	0	0	0.900
oxaloacetate	manganese	-100000970	-100023930	-1.CID100000970	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
alanine	phenylalanine	-100000602	-100000994	-1.CID100000602	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	pyridoxal	-100000424	-100001050	-1.CID100000424	-1.CID100001050	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	selenium	-100000745	-106326970	-1.CID100000745	-1.CID106326970	0	0	0	0	0	0	0.900	0	0	0.900
S-adenosylmeth.	erythromycin	-100001079	-100003255	-1.CID100001079	-1.CID100003255	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	methotrexate	-100000238	-100004112	-1.CID100000238	-1.CID100004112	0	0	0	0	0	0	0.900	0	0	0.900
sodium	pyruvic acid	-100000923	-100001060	-1.CID100000923	-1.CID100001060	0	0	0	0	0	0	0.900	0	0	0.900
potassium	serotonine	-100000813	-100005202	-1.CID100000813	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
phosphate	uridine	-100001003	-100001177	-1.CID100001003	-1.CID100001177	0	0	0	0	0	0	0.900	0	0	0.900
FPR2	norepinephrine	1852295	-100000951	9606.ENSP00000340191	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
lysine	serotonine	-100000866	-100005202	-1.CID100000866	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
FPR2	oleic acid	1852295	-100000965	9606.ENSP00000340191	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
methionine	tyrosine	-100000876	-100001153	-1.CID100000876	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
phenylpyruvate	tyrosine	-100000997	-100001153	-1.CID100000997	-1.CID100001153	0	0	0	0.651	0	0	0.900	0	0	0.900
hydrogen	iodide	-100000783	-100005238	-1.CID100000783	-1.CID100005238	0	0	0	0.500	0	0	0.900	0	0	0.900
APOB	stearic acid	1843345	-100005281	9606.ENSP00000233242	-1.CID100005281	0	0	0	0	0	0	0.900	0	0	0.900
lactate	phosphate	-100000612	-100001003	-1.CID100000612	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
APOB	hydrogen	1843345	-100000783	9606.ENSP00000233242	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
leucine	sodium	-100000857	-100000923	-1.CID100000857	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
GCGR	MgADP	1858855	-100000197	9606.ENSP00000383558	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
CDO1	oxygen	1844014	-100000977	9606.ENSP00000250535	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
CYP2B6	distilled water	1850664	-100000961	9606.ENSP00000324648	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
FPR2	MgATP	1852295	-100000238	9606.ENSP00000340191	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	sodium	-100000280	-100000923	-1.CID100000280	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
polysaccharides	pyruvic acid	-100000871	-100001060	-1.CID100000871	-1.CID100001060	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	oleic acid	-100000784	-100000965	-1.CID100000784	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	ethanolamine p.	-100000280	-100001015	-1.CID100000280	-1.CID100001015	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	cortisol	-100000977	-100003640	-1.CID100000977	-1.CID100003640	0	0	0	0	0	0	0.900	0	0	0.900
phenol	phosphate	-100000996	-100001003	-1.CID100000996	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
POR	oxygen	1861450	-100000977	9606.ENSP00000419970	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
celecoxib	haem	-100002662	-100004973	-1.CID100002662	-1.CID100004973	0	0	0	0	0	0	0.900	0	0	0.900
copper	superoxide ani.	-100011009	-100520535	-1.CID100011009	-1.CID100520535	0	0	0	0	0	0	0.900	0	0	0.900
arginine	serotonine	-100000232	-100005202	-1.CID100000232	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
norepinephrine	oleic acid	-100000951	-100000965	-1.CID100000951	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
REN	ramipril	1846232	-100005038	9606.ENSP00000272190	-1.CID100005038	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	nitrate	-100000222	-100000943	-1.CID100000222	-1.CID100000943	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	silver nanopar.	-100000197	-100010474	-1.CID100000197	-1.CID100010474	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	tetrahydro.in .	-100000961	-100001125	-1.CID100000961	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	acetic acids	-100000238	-100031229	-1.CID100000238	-1.CID100031229	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	sulfur	-100000222	-100000402	-1.CID100000222	-1.CID100000402	0	0	0	0	0	0	0.900	0	0	0.900
nitrogen gas	distilled water	-100000947	-100000961	-1.CID100000947	-1.CID100000961	0	0	0	0.500	0	0	0.900	0	0	0.900
MgADP	cytarabine	-100000197	-100000596	-1.CID100000197	-1.CID100000596	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	nitric oxide	-100000784	-100145068	-1.CID100000784	-1.CID100145068	0	0	0	0	0	0	0.900	0	0	0.900
APOB	MgADP	1843345	-100000197	9606.ENSP00000233242	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
COMT	MgATP	1854135	-100000238	9606.ENSP00000354511	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
SAA1	histamine	1853372	-100000774	9606.ENSP00000348918	-1.CID100000774	0	0	0	0	0	0	0.900	0	0	0.900
arginine	S-adenosylmeth.	-100000232	-100001079	-1.CID100000232	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	malondialdehyde	-100000783	-100010964	-1.CID100000783	-1.CID100010964	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	phenylpyruvate	-100000738	-100000997	-1.CID100000738	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	testosterone	-100000977	-100005408	-1.CID100000977	-1.CID100005408	0	0	0	0	0	0	0.900	0	0	0.900
carnitine	malate	-100000085	-100000525	-1.CID100000085	-1.CID100000525	0	0	0	0.593	0	0	0.900	0	0	0.900
hydrogen	vitamin D	-100000783	-100002735	-1.CID100000783	-1.CID100002735	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	oleic acid	-100000271	-100000965	-1.CID100000271	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
TAT	carbon dioxide	1853275	-100000280	9606.ENSP00000348234	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	orotic acid	-100000280	-100000967	-1.CID100000280	-1.CID100000967	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	homogentisic a.	-100000280	-100000780	-1.CID100000280	-1.CID100000780	0	0	0	0	0	0	0.900	0	0	0.900
methane	oxygen	-100000297	-100000977	-1.CID100000297	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
APOB	oleic acid	1843345	-100000965	9606.ENSP00000233242	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
nitrate	glycogen	-100000943	-100439177	-1.CID100000943	-1.CID100439177	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	pyroglutamate	-100000424	-100000499	-1.CID100000424	-1.CID100000499	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	selenium	-100000783	-106326970	-1.CID100000783	-1.CID106326970	0	0	0	0	0	0	0.900	0	0	0.900
glucose	manganese	-100000206	-100023930	-1.CID100000206	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
prostaglandin .	acetate	-100000158	-100000175	-1.CID100000158	-1.CID100000175	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	histamine	-100000238	-100000774	-1.CID100000238	-1.CID100000774	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	cobalt	-100000738	-100002891	-1.CID100000738	-1.CID100002891	0	0	0	0	0	0	0.900	0	0	0.900
SLC2A9	glucose	1845621	-100000206	9606.ENSP00000264784	-1.CID100000206	0	0	0	0	0	0	0.900	0	0	0.900
POMC	MgADP	1845600	-100000197	9606.ENSP00000264708	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
arginine	leucine	-100000232	-100000857	-1.CID100000232	-1.CID100000857	0	0	0	0.511	0	0	0.900	0	0	0.900
taurine	copper	-100001123	-100011009	-1.CID100001123	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
coumarin	lactate	-100000323	-100000612	-1.CID100000323	-1.CID100000612	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	reduced glutat.	-100000197	-100000745	-1.CID100000197	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
TF	oxygen	1859071	-100000977	9606.ENSP00000385834	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
APP	andrographolide	1846936	-100065153	9606.ENSP00000284981	-1.CID100065153	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	uridine	-100000783	-100001177	-1.CID100000783	-1.CID100001177	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	selenium	-100000784	-106326970	-1.CID100000784	-1.CID106326970	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	lysine	-100000197	-100000866	-1.CID100000197	-1.CID100000866	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	creatine phosp.	-100000197	-100000587	-1.CID100000197	-1.CID100000587	0	0	0	0	0	0	0.900	0	0	0.900
protocatechuic.	glutamic acid	-100000072	-100000611	-1.CID100000072	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
adenosine	cobalt	-100000191	-100002891	-1.CID100000191	-1.CID100002891	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	haem	-100000222	-100004973	-1.CID100000222	-1.CID100004973	0	0	0	0	0	0	0.900	0	0	0.900
methionine	sodium	-100000876	-100000923	-1.CID100000876	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	phosphate	-100000681	-100001003	-1.CID100000681	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
levodopa	tyrosine	-100000836	-100001153	-1.CID100000836	-1.CID100001153	0	0	0	0.847	0	0	0.900	0	0	0.900
cholesterol	hydrogen	-100000304	-100000783	-1.CID100000304	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
coumarin	distilled water	-100000323	-100000961	-1.CID100000323	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
PTGS2	malondialdehyde	1854602	-100010964	9606.ENSP00000356438	-1.CID100010964	0	0	0	0	0	0	0.900	0	0	0.900
FXN	alanine	1856650	-100000602	9606.ENSP00000366482	-1.CID100000602	0	0	0	0	0	0	0.900	0	0	0.900
HPD	oxygen	1847151	-100000977	9606.ENSP00000289004	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	lipoic acid	-100000238	-100000864	-1.CID100000238	-1.CID100000864	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	histamine	-100000222	-100000774	-1.CID100000222	-1.CID100000774	0	0	0	0	0	0	0.900	0	0	0.900
POMC	quinine	1845600	-100001065	9606.ENSP00000264708	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
alanine	Fe(III	-100000602	-100023925	-1.CID100000602	-1.CID100023925	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	sulphate	-100000745	-100001117	-1.CID100000745	-1.CID100001117	0	0	0	0	0	0	0.900	0	0	0.900
